"性別","学歴","能力","就労期間","残業時間","平均月収"
0,1,0.019091077812938,5,1.5,25.9767263975374
0,1,-0.0259660793303785,8,12.3,30.5474361036693
0,1,-0.297973585732396,13,2.4,31.7901477261423
0,1,-0.00496268220351113,3,11.2,26.3492464737514
0,1,-0.49769999677638,10,2.1,29.2855600703918
0,1,-0.0248911410615501,5,2.9,26.2188513940209
0,0,0.0892763713767526,10,3.9,25.8710611096987
0,1,-0.0477221622764832,12,13.6,34.0495020195151
0,0,0.0121294646616277,3,13.4,22.2653935652246
0,1,0.0237883567845509,5,9.4,27.6019891442068
0,1,0.00126415064293442,1,2.9,23.2579553142484
0,1,0.513803960899127,20,0.6,37.2917224842016
0,1,-0.411892707525522,11,2.8,30.2807047710533
0,1,0.000399079911376471,7,19.6,31.355875445893
0,2,0.00319160699051167,1,0.8,25.9479930873804
0,0,-0.00846693863022657,3,2.8,20.5410080739284
0,0,0.0221642291988325,5,10.2,23.2761277569859
0,0,0.0339718656778566,11,3.1,26.371358513038
0,0,0.213759124238455,14,6.7,29.5133771022857
0,1,-0.013315603674135,5,9.1,27.5006491454995
0,1,-0.458233267253593,19,3.6,36.4303218640814
0,1,0.000140896470375509,1,8,24.1830102410834
0,1,0.00651029073289165,4,3.5,25.6235603547914
0,1,-0.00145149299974219,2,9.3,25.2016333672999
0,1,0.00153898928213516,5,2.9,26.2458939195228
0,1,0.0805410720928682,10,13.9,32.6434806766158
0,2,-0.256835583048531,13,14,38.7850843741049
0,1,0.0803319664256343,6,25.1,31.7667743789958
0,1,0.349029085455662,9,5,30.0743114873994
0,0,0.00289230926448102,1,10,20.1972109661249
0,0,-0.0569428526791554,8,2.7,24.0509370953695
0,1,-0.128489067034664,6,9.1,28.1601778352503
0,1,0.0271660656146971,16,24,40.1706686668831
0,1,0.0844534573111811,7,6.1,28.5198462832108
0,1,0.219384282000595,12,16.4,35.0386835966763
0,1,-0.291343226532896,11,12.7,32.7562417928266
0,1,-0.00871800199400537,2,6.7,24.7066638243614
0,2,0.031685867576964,11,3.3,34.4979000203654
0,0,0.176521300734033,12,18.1,30.4198820832787
0,1,0.042729136727227,5,13.8,28.5255803838256
0,1,0.00159846301539912,1,9.6,24.4751534745602
0,1,-0.75810300132157,20,9.8,38.6483095153535
0,1,-0.0925210252555211,6,0.1,26.3084820739573
0,1,-0.063046938545538,4,8.2,26.4854846618374
0,0,0.119625214201082,11,18,29.5328982555531
0,1,0.058370742005788,6,9.2,28.3817473066147
0,0,0.0105213165956064,4,4.4,21.5421152267348
0,0,-0.0518430882262732,5,11.3,23.3845916601202
0,1,0.110502972947156,6,7.6,28.0990665922696
0,1,-0.011595717833263,4,0.5,25.0079105312965
0,1,0.0034832863344922,1,6.8,23.9686038228244
0,1,0.0690958840930304,8,11.2,30.4065541287546
0,1,1.02778617148562,21,9.5,41.2692512452241
0,1,0.0103568961023265,4,9.2,26.7628855270079
0,1,-0.000506345961973394,2,9.4,25.2213923464953
0,1,-0.715692909301992,19,10.6,38.1315814208466
0,0,-0.0535838796580072,7,11.4,24.9273456806799
0,1,-0.0111604675840473,11,14.7,33.5445421620621
0,0,0.0552289803071401,10,3.5,25.7558785602934
0,1,-0.00650418961501315,10,6.1,30.7211909561452
0,0,-0.00871155185504686,5,12.2,23.5861567692329
0,1,0.129691900598877,19,6.9,37.9843345509195
0,1,-0.370638554795916,19,0,35.4993614452041
0,1,-0.709356691206214,26,5.7,42.1046371315816
0,1,-0.102607628113523,6,15.6,29.5526186502616
0,1,0.200492870354071,11,17.8,34.5298119267004
0,1,0.00450269376002306,7,12.9,29.9091422331456
0,1,-0.00409332305354241,5,7.2,27.1212224972885
0,0,-0.0362672292750137,5,9.5,23.0928911385892
0,1,-0.0587008955374336,11,16.5,33.9224531091256
0,1,-0.0531969398715226,5,6.7,26.9670378036796
0,0,-0.0184903422356597,3,0.7,20.1938223515997
0,1,-0.375723122536577,10,5.9,30.2877574908945
0,1,0.155692298413853,9,1.7,29.1158622960753
0,1,0.0246632661481611,10,12.1,32.1596618720957
0,1,-0.491985835530802,15,0.7,32.6395466821676
0,0,0.00911459148005113,2,7.3,20.5411578682282
0,1,0.0110063310053596,3,17.9,27.6621601607033
0,1,0.175880150000007,11,10.8,32.8123319366731
0,1,-0.000442049788010925,1,18.6,26.1073925449223
0,1,-0.162281446807017,14,12,35.131325317641
0,1,-0.000767934724756291,2,2.2,23.871586735646
0,1,0.0388260420297017,7,5.7,28.3852299125919
0,0,0.156620097597623,10,10.8,27.3273735096626
0,1,2.26873355553228,27,6.7,46.3329802383548
0,0,-0.0996739598428312,10,13.1,27.5065442498572
0,1,-0.286334693801528,12,8.1,32.4458344415469
0,1,0.0159956576307806,9,7.6,30.3218023610344
0,0,0.00591715976331361,1,10.1,20.2154230986704
0,1,-0.0209803193152014,5,3.8,26.4071458774458
0,1,0.648284292691161,17,14.3,39.0638249237672
0,1,-0.230372685503461,22,11.5,41.3055039053939
0,0,-0.0459114624369832,7,3.5,23.4931849731772
0,1,-0.356087926278647,16,15.4,37.4241697114276
0,1,-0.0930619298043817,15,7.9,34.930841959254
0,1,0.0128581947086828,2,11.7,25.6671090805995
0,1,0.0212761393266272,6,0.9,26.5911223244129
0,1,1.16885951829009,35,20.8,56.8153142800385
0,1,0,0,5,22.8788750399489
0,0,0.101409686500083,5,13.5,23.9313795711897
0,1,0.0136676775199327,3,4,24.9771949283196
0,1,-0.807531676070283,17,2.2,34.1931157377412
0,1,-0.0505893519399065,5,12.8,28.217439221847
0,1,-0.00311208987748214,1,10.8,24.687980826624
0,0,-0.139433531219514,5,9.8,23.0330940446358
0,1,0.305791887282422,11,8.9,32.4929391211975
0,0,-0.116969696125835,11,22,30.0798876599403
0,1,0.049493559899066,8,8.7,29.8281208687128
0,1,0.148067887803848,8,16.7,31.7224936925843
0,1,-0.196421018431326,14,11.6,34.9915680850058
0,0,-0.0763715118053154,17,0.5,29.9427705003719
0,1,0.00274315065962547,2,1.9,23.8189209389806
0,1,0.00707620047892908,4,4.9,25.9029684454641
0,0,-0.0242572552529925,4,18.7,23.8798206396557
0,0,0.00143090788960241,1,1.4,18.9106191730785
0,1,0.00106833265671827,1,10.6,24.6561987603186
0,1,-0.00508295021164833,3,8.4,25.8080658450762
0,0,-0.153175884302242,8,6.8,24.7207007854544
0,1,0.100443400668379,9,12.4,31.5109155816231
0,0,0.47235951125154,13,14.9,30.854783262591
0,0,0.0973079398622285,6,10.5,24.1678874650185
0,1,0.0153772538837858,3,4.7,25.1143359714713
0,0,-0.000945959243360861,1,23.5,22.2099822123592
0,1,-0.104035612924046,10,10.7,31.6919440845968
0,0,-0.0414238814253697,6,13.5,24.5486430537037
0,1,-0.00322435219390788,2,18.3,26.8864576097336
0,1,0.312425377234148,15,0,33.2624253772342
0,1,0.000502014642926563,1,10.1,24.5647787032646
0,1,-0.058154882791659,4,13.7,27.5832199822272
0,1,-0.0327866090175158,3,18.7,27.7665126112715
0,0,-0.00755569375982917,13,12.6,29.8198715853919
0,1,0.0237795022626954,9,9.2,30.6955913544584
0,1,-0.162645946598721,6,3.7,26.9923956800998
0,1,-0.0255771389852609,4,12.3,27.3409025765028
0,0,5.39636385284084e-05,1,10,20.1941458431239
0,0,0.00286211866618016,1,11.3,20.3914394751773
0,1,-0.193114727611187,7,9.2,28.8954354841656
0,1,-1.18972521563317,22,3,37.7540301722951
0,0,-0.0338431652462842,4,4.2,21.4630077352488
0,1,0.021978786818017,8,11.9,30.5110483582716
0,1,0.126962926548643,14,6.7,34.0785437160011
0,1,-0.160741569683462,16,3.3,34.4030356180766
0,1,-0.050510006817159,4,2.1,25.2867633152161
0,1,-0.27778422291835,15,8.2,34.8127732185332
0,1,-0.109740926348066,10,4.7,30.2864097419658
0,2,-0.00158658438155413,2,3.6,27.3223179242173
0,1,0.00317754461974234,1,13,25.0944056373016
0,0,-0.0848057455320447,8,11.9,25.7509789430919
0,1,0.00537561616162104,6,16,29.75838624143
0,0,0,0,0.8,18.1150527325024
0,1,-0.971326714866187,20,13.5,39.471650988468
0,1,0.0796902837411955,8,3.9,28.7896710452192
0,0,-0.00205708915651668,1,18.2,21.4168831551496
0,1,0.34274756964061,8,11.6,30.7947631641423
0,1,0,0,9.4,23.6522850751039
0,1,0.00294935262079855,5,16.8,29.0962982590129
0,1,-0.00638435091040558,7,2.7,27.6883053443001
0,1,0.61005360073743,13,12.3,35.2546609776076
0,2,0.105295372346384,9,0.9,32.3563018107861
0,1,-0.00442286725535195,3,5,25.151763499505
0,1,-0.584538430876986,16,27.1,40.261385254991
0,1,-1.17146167528774,24,14.7,42.8525612823127
0,1,-0.0138328004683082,3,12.7,26.6293257440671
0,1,1.25839614623206,23,6.1,42.0002594930842
0,1,-0.21313060238054,24,2.9,40.2176230030293
0,1,-0.00593025911517611,2,27.8,28.6635866695889
0,1,0.125616496656066,9,5.9,30.0483181371983
0,0,0.0105352358422502,2,7.1,20.5116442177413
0,1,-0.0666333857129459,7,13.9,30.0467446578999
0,1,-0.223017016326421,16,15.2,37.5201512590957
0,1,0.0547602687654941,9,15.9,32.2611751638867
0,1,-0.0001517634240994,4,3.4,25.596801608295
0,1,0.0389868198292846,7,3.2,27.8431124016722
0,1,0.214805281006982,8,1.9,28.4806931847615
0,1,-0.00957699211441551,9,4,29.473188204686
0,1,-0.035174647831327,8,11.3,30.3151683249995
0,1,0.0465706879316947,7,16.2,30.6715630588529
0,1,-0.0139125061593463,12,26.3,37.2067945974521
0,2,0.14872582087028,11,8.7,36.0732441545358
0,1,-0.0631478309768282,12,3.7,31.6043174376824
0,2,0.0217099957419047,5,15.2,32.4340940795968
0,1,-0.0275556788415899,3,14,26.8651785852701
0,1,0.000108891239257902,2,2.6,23.9474553527064
0,1,-0.0252682591487223,5,10.6,27.7949311372481
0,1,-0.0209793149845311,3,12.6,26.6021435727687
0,0,-0.136682649740395,13,16.3,30.4748391847853
0,0,0.000728351303679813,1,2,18.9995575036096
0,1,0.0146451118319187,9,10.4,30.9598473263018
0,0,0.782100643643846,24,2.2,36.2075450461368
0,1,0.471614281044606,16,11.8,37.3714053366241
0,0,0.274134834186153,13,3.8,28.2052447125012
0,1,-0.183612363536869,17,1.6,34.6639253499366
0,1,-0.0650119249097268,5,6.1,26.8319393954646
0,1,-0.066415050906244,11,2.2,30.4902698874767
0,2,1.31911995518246,24,0.9,45.3629870689541
0,1,-0.0116544485938595,7,1.8,27.4880628891541
0,1,-0.0512920306349667,4,4.9,25.842315104631
0,1,0.0779308128950871,9,7.1,30.2730531265061
0,0,0.0794579037738593,12,20.3,30.7742245660191
0,1,-0.132557757982686,13,8.6,33.512076336627
0,1,0.00543095880916388,4,3,25.5228765714364
0,1,0.042899305235344,4,11.3,27.2166605879867
0,1,0.206045715409833,9,22.6,33.9721038263739
0,1,-0.393994323426531,21,9.3,39.6805315058491
0,1,8.35255009075384e-05,2,4.9,24.3785431713538
0,1,-1.13881947850176,20,1.9,35.9995014146817
0,1,-0.00569964823714524,2,9.1,25.1595906457948
0,1,1.7340361678318,21,14.9,43.7145166640023
0,0,0.0263973903063073,3,3.2,20.6409745047916
0,2,-0.011221790785685,5,6.6,30.4121557753761
0,1,-0.0664351410669714,7,7.2,28.599282875746
0,1,-0.323771079574814,11,12.3,32.6255850703232
0,1,0.266414396592487,8,16.1,31.7218927585703
0,1,0.0181796757049026,9,7.8,30.3698016113912
0,1,-0.297709653723984,16,4.2,34.5025014317215
0,1,0.170975849585424,9,18.9,33.0810560953282
0,1,-0.105494320424293,7,6.6,28.4285208400519
0,1,0.0697066058698019,7,20.8,31.6966281255414
0,1,0.0112846669126207,2,4.4,24.296417716884
0,1,-0.0148141732004347,6,11.1,28.7034213867027
0,1,0.63934882882163,15,10.5,36.4072472205013
0,1,0.0200981148671619,4,3.9,25.7172344415529
0,1,-0.191387276937212,12,4.8,31.7409468639281
0,1,0.0550995929753537,7,2.6,27.7294113454661
0,1,-0.0344852853511587,5,5.4,26.7206903255397
0,1,-0.0167283126402914,4,14.5,27.7883582922392
0,1,0.297177993316853,14,14.1,36.1804267126023
0,1,-0.112680980162413,11,8,31.8295797433811
0,1,-0.0068872083898848,12,9.2,33.0136484074843
0,1,0.0718263832419233,6,6.1,27.7410253360845
0,1,-0.00236047845173479,1,5.5,23.7263772761705
0,1,0.00312352192529042,1,10.3,24.6039382572707
0,0,0.255876323420677,8,1.9,24.2180220969466
0,1,0.0770003098268179,8,14.9,31.2404527276633
0,1,0.00743512007553495,3,5.4,25.2414280063683
0,1,-0.00874776488119733,3,10.4,26.1905605064933
0,1,0.000961282913889573,1,0.2,22.7672843274695
0,0,-0.141532000878204,12,6.5,27.6221628057237
0,0,0.0141056259894959,5,14.1,23.9377944189461
0,1,-0.344162920290842,16,7.4,35.3067958076562
0,1,0,0,2.6,22.4570150207734
0,1,0.194928866664173,12,5.7,32.3646691554145
0,1,0.24337426062541,10,18.3,33.8629951376584
0,1,0.190173300075592,7,2,27.7364176800704
0,0,-0.0202513183059624,4,2.5,21.194812373802
0,0,0.0170258417574923,3,1.2,20.3099024078338
0,1,-0.00279453287896083,1,10.8,24.6883257854728
0,1,-0.00358293999554016,2,13.2,25.9302481976847
0,1,0,0,6.9,23.2128475551294
0,1,-0.144573658032616,10,7.1,30.8093375518425
0,1,0.000676750739380803,1,4.6,23.5660963181203
0,2,-0.00176303488732781,1,0.1,25.798833191515
0,1,-0.0181282986153398,5,3.2,26.2872087854725
0,1,-7.98787589230573e-05,1,13.5,25.1816133270317
0,1,-0.00119889578411458,1,9.3,24.4176621642128
0,1,-2.38118811126352,25,9.4,40.7129061021763
0,1,0.107093911919223,15,2.9,33.8230380821379
0,1,0.000929835493362201,1,7.8,24.1475266133525
0,2,0.00240913527259444,3,2.4,27.8667122826412
0,0,-0.161724313829818,13,0.2,26.9813218282062
0,0,0.853080466438128,22,22.7,40.4654879975035
0,1,0.0337563512590197,4,11.7,27.2864421079683
0,1,-0.227730101995653,7,16.4,30.4047149789189
0,1,0.794876077826231,19,6.3,38.5104235314081
0,1,0,0,0.5,22.0878875039949
0,0,-0.172701670923892,16,6.4,30.511596102375
0,1,-0.00217171682936372,1,7.1,24.0171186380005
0,0,-0.00123372205481575,1,6.3,19.639979345627
0,0,0.0232056542539629,3,1.7,20.3965313942047
0,1,0.104655594916329,10,24.7,35.2075877872656
0,1,0,0,17.5,25.076062639821
0,1,-0.406862650965896,10,13.4,31.9865221403177
